PeakID (cmd=annotatePeaks.pl 500_result/Hyper.hotspot.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
923	chr19	41831501	41832000	+	0	NA	3' UTR (NM_008043, exon 1 of 1)	3' UTR (NM_008043, exon 1 of 1)	1780	NM_008043	14296	Mm.4573	NM_008043	ENSMUSG00000067199	Frat1	AW060382	frequently rearranged in advanced T cell lymphomas	protein-coding
666	chr11	19015501	19016000	+	0	NA	intron (NM_001193271, intron 2 of 12)	intron (NM_001193271, intron 2 of 12)	3219	NM_001193271	17268	Mm.356578	NM_010789	ENSMUSG00000020160	Meis1	C530044H18Rik|Evi8	Meis homeobox 1	protein-coding
594	chr10	80136501	80137000	+	0	NA	intron (NR_036582, intron 4 of 10)	L2c|LINE|L2	637	NM_001195268	100503659	Mm.485395	NM_015761	ENSMUSG00000035640	Cbarp	9630008F14|Dos|R29144/1	calcium channel, voltage-dependent, beta subunit associated regulatory protein	protein-coding
350	chr6	126534501	126535000	+	0	NA	exon (NM_145983, exon 1 of 1)	exon (NM_145983, exon 1 of 1)	805	NM_145983	16493	Mm.222831	NM_145983	ENSMUSG00000045534	Kcna5	Kv1.5	potassium voltage-gated channel, shaker-related subfamily, member 5	protein-coding
236	chr4	120615501	120616000	+	0	NA	Intergenic	Intergenic	27005	NM_001101603	667063	Mm.90231	NM_001101603	ENSMUSG00000091297	Gm8439	EG667063|Gm1664	predicted gene 8439	protein-coding
407	chr7	112904001	112904500	+	0	NA	3' UTR (NM_001166585, exon 12 of 12)	3' UTR (NM_001166585, exon 12 of 12)	-49712	NM_175279	78748	Mm.349943	NM_175279	ENSMUSG00000098132	Rassf10	4632411J06Rik	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10	protein-coding
723	chr12	108352501	108353000	+	0	NA	intron (NM_010010, intron 7 of 14)	intron (NM_010010, intron 7 of 14)	-18403	NM_001286346	68519	Mm.236645	NM_001043335	ENSMUSG00000058070	Eml1	1110008N23Rik|A930030P13Rik|AA171013|AI847476|AI853955|ELP79|EMAP|EMAP-1|EMAPL|heco	echinoderm microtubule associated protein like 1	protein-coding
456	chr7	45834001	45834500	+	0	NA	exon (NM_008172, exon 11 of 12)	exon (NM_008172, exon 11 of 12)	-3461	NR_152183	101612	Mm.274847	NM_153419	ENSMUSG00000053801	Grwd1	A301|AI504353|Grwd|Wdr28	glutamate-rich WD repeat containing 1	protein-coding
641	chr11	110437001	110437500	+	0	NA	intron (NM_001356345, intron 1 of 10)	intron (NM_001356345, intron 1 of 10)	38148	NM_001356352	26399	Mm.14487	NM_011943	ENSMUSG00000020623	Map2k6	MAPKK 6|MAPKK6|MEK6|MKK6|Prkmk6|SAPKK3	mitogen-activated protein kinase kinase 6	protein-coding
398	chr7	137228501	137229000	+	0	NA	intron (NM_001113414, intron 8 of 15)	intron (NM_001113414, intron 8 of 15)	-5933	NR_045885	100038555	Mm.444788	NR_045885	ENSMUSG00000109722	Gm10578	-	predicted gene 10578	ncRNA
907	chr18	81509501	81510000	+	0	NA	Intergenic	Intergenic	482330	NR_039589	100628596		NR_039589	ENSMUSG00000093036	Mir5127	mmu-mir-5127|mu-mir-5127	microRNA 5127	ncRNA
956	chrX	93832001	93832500	+	0	NA	promoter-TSS (NM_145630)	promoter-TSS (NM_145630)	-100	NM_145630	236900	Mm.12775	NM_145630	ENSMUSG00000035232	Pdk3	2610001M10Rik|AI035637	pyruvate dehydrogenase kinase, isoenzyme 3	protein-coding
645	chr11	119035501	119036000	+	0	NA	Intergenic	Intergenic	5163	NM_013926	30951	Mm.99953	NM_013926	ENSMUSG00000025578	Cbx8	Pc3	chromobox 8	protein-coding
537	chr9	91379001	91379500	+	0	NA	exon (NM_009576, exon 3 of 5)	exon (NM_009576, exon 3 of 5)	10278	NM_009576	22774	Mm.8062	NM_009576	ENSMUSG00000036972	Zic4	-	zinc finger protein of the cerebellum 4	protein-coding
756	chr13	30352001	30352500	+	0	NA	intron (NM_177322, intron 2 of 2)	intron (NM_177322, intron 2 of 2)	15894	NM_177322	11607	Mm.35062	NM_177322	ENSMUSG00000049115	Agtr1a	1810074K20Rik|AG2S|AI551199|AT1|AT1a|AT2R1|AT2R1A|Agt1ar|Agtr-1a|Agtr1|Angtr-1a	angiotensin II receptor, type 1a	protein-coding
707	chr11	44741001	44741500	+	0	NA	intron (NM_001362579, intron 7 of 16)	intron (NM_001362579, intron 7 of 16)	121022	NM_001362569	13591	Mm.439662	NM_007897	ENSMUSG00000057098	Ebf1	Ebf|O/E-1|OE-1|Olf-1|Olf1	early B cell factor 1	protein-coding
680	chr11	3149501	3150000	+	0	NA	intron (NM_001363224, intron 11 of 28)	intron (NM_001363224, intron 11 of 28)	25748	NR_003517	236604	Mm.247625	NM_001004146		Pisd-ps1	-	phosphatidylserine decarboxylase, pseudogene 1	pseudo
423	chr7	28467001	28467500	+	0	NA	exon (NM_001141921, exon 5 of 5)	exon (NM_001141921, exon 5 of 5)	15012	NM_001141921	80749	Mm.483073	NM_030562	ENSMUSG00000030600	Lrfn1	BC004018|SALM2|Semo1	leucine rich repeat and fibronectin type III domain containing 1	protein-coding
117	chr2	174285001	174285500	+	0	NA	exon (NM_022000, exon 2 of 13)	exon (NM_022000, exon 2 of 13)	930	NM_022000	14683	Mm.125770	NM_010309	ENSMUSG00000027523	Gnas	5530400H20Rik|A930027G11Rik|C130027O20Rik|GPSA|GSP|Galphas|Gnas1|Gnasxl|Gs-alpha|Gsa|Nesp|Nesp55|Nespl|Oed-Sml|Oedsml|P1|P2|P3|PHP1A|PHP1B|POH|SCG6	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	protein-coding
829	chr15	89557501	89558000	+	0	NA	exon (NM_021423, exon 22 of 22)	exon (NM_021423, exon 22 of 22)	10455	NR_155423	102640064	Mm.416865	NR_155423		Gm36221	-	predicted gene, 36221	ncRNA
520	chr8	26979501	26980000	+	0	NA	exon (NM_001101502, exon 2 of 2)	exon (NM_001101502, exon 2 of 2)	2414	NM_001101502	353310	Mm.212469	NM_001101502	ENSMUSG00000085795	Zfp703	1110032O19Rik|AI430822|AL022941|Csmn1|End2|Zeppo1|Znf703|Zpo1	zinc finger protein 703	protein-coding
318	chr5	13737501	13738000	+	0	NA	Intergenic	RSINE1|SINE|B4	-53869	NM_027650	71026	Mm.158536	NM_027650	ENSMUSG00000067855	Speer3	4933405P08Rik|SPEER-3	spermatogenesis associated glutamate (E)-rich protein 3	protein-coding
882	chr17	13750501	13751000	+	0	NA	intron (NM_022311, intron 1 of 2)	intron (NM_022311, intron 1 of 2)	-9791	NM_010806	17356	Mm.59167	NM_010806	ENSMUSG00000068036	Afdn	5033403D15Rik|AF6|Af-6|Afadin|Gm314|I-afadin|Mllt4|S-afadin	afadin, adherens junction formation factor	protein-coding
386	chr7	133116001	133116500	+	0	NA	intron (NM_009980, intron 1 of 10)	intron (NM_009980, intron 1 of 10)	7233	NM_009980	13017	Mm.246240	NM_009980	ENSMUSG00000030970	Ctbp2	AA407280|D7Ertd45e|Gtrgeo6|Ribeye	C-terminal binding protein 2	protein-coding
583	chr10	95265001	95265500	+	0	NA	intron (NM_001330175, intron 2 of 2)	intron (NM_001330175, intron 2 of 2)	58459	NM_001330138	12905	Mm.473739	NM_009950	ENSMUSG00000045867	Cradd	RAIDD	CASP2 and RIPK1 domain containing adaptor with death domain	protein-coding
93	chr2	25577001	25577500	+	0	NA	exon (NM_001005424, exon 1 of 1)	exon (NM_001005424, exon 1 of 1)	-2379	NM_029293	75454	Mm.458079	NM_029293	ENSMUSG00000036504	Phpt1	1700008C22Rik|PHP|Php14	phosphohistidine phosphatase 1	protein-coding
140	chr2	91931001	91931500	+	0	NA	exon (NM_010784, exon 3 of 5)	exon (NM_010784, exon 3 of 5)	452	NM_001012335	17242	Mm.906	NM_010784	ENSMUSG00000027239	Mdk	MK|Mek	midkine	protein-coding
766	chr14	70636501	70637000	+	0	NA	promoter-TSS (NM_001252664)	promoter-TSS (NM_001252664)	-702	NM_001360025	13829	Mm.210863	NM_013514	ENSMUSG00000022099	Dmtn	AI325486|Epb4.9|Epb49|dematin	dematin actin binding protein	protein-coding
942	chr19	47510501	47511000	+	0	NA	intron (NM_175360, intron 7 of 9)	intron (NM_175360, intron 7 of 9)	-2232	NR_045322	100503104	Mm.442735	NR_045322	ENSMUSG00000097990	Gm19557	-	predicted gene, 19557	ncRNA
741	chr13	95444501	95445000	+	0	NA	promoter-TSS (NM_198408)	promoter-TSS (NM_198408)	81	NM_198408	12919	Mm.316614	NM_198408	ENSMUSG00000021680	Crhbp	CRH-BP	corticotropin releasing hormone binding protein	protein-coding
134	chr2	166443001	166443500	+	0	NA	Intergenic	Intergenic	-4201	NR_015558	319684	Mm.399746	NR_015558		5031425F14Rik	-	RIKEN cDNA 5031425F14 gene	ncRNA
514	chr8	111890501	111891000	+	0	NA	exon (NM_019950, exon 2 of 2)	exon (NM_019950, exon 2 of 2)	-14075	NM_025781	66817	Mm.345350	NM_025781	ENSMUSG00000031953	Tmem170	9030409E16Rik|AA403674|D8Bwg1414e|Tmem170a	transmembrane protein 170	protein-coding
480	chr8	92366501	92367000	+	0	NA	Intergenic	Intergenic	8954	NM_018826	54352	Mm.101153	NM_018826	ENSMUSG00000031737	Irx5	-	Iroquois homeobox 5	protein-coding
623	chr11	85829501	85830000	+	0	NA	intron (NR_077059, intron 1 of 4)	intron (NR_077059, intron 1 of 4)	2638	NR_077059	69909	Mm.440214	NR_077059	ENSMUSG00000087013	2610027K06Rik	-	RIKEN cDNA 2610027K06 gene	ncRNA
73	chr2	61816001	61816500	+	0	NA	Intergenic	Intergenic	11797	NM_009322	21375	Mm.308525	NM_009322	ENSMUSG00000035033	Tbr1	-	T-box brain gene 1	protein-coding
742	chr13	99006501	99007000	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-22185	NM_027064	69382	Mm.45466	NM_027064	ENSMUSG00000045022	1700024P04Rik	H2bl1|Subh2bv	RIKEN cDNA 1700024P04 gene	protein-coding
966	chrX	11492001	11492500	+	0	NA	Intergenic	CpG	164428	NM_001114529	236663	Mm.473680	NM_001114529	ENSMUSG00000069038	H2al1j	EG236663|Gm4906	H2A histone family member L1J	protein-coding
50	chr1	41891001	41891500	+	0	NA	Intergenic	Intergenic	-709998	NR_040475	74897	Mm.243822	NR_040475	ENSMUSG00000104072	4930448I06Rik	-	RIKEN cDNA 4930448I06 gene	ncRNA
445	chr7	63757501	63758000	+	0	NA	exon (NM_130880, exon 14 of 14)	exon (NM_130880, exon 14 of 14)	-159107	NM_001256311	381994	Mm.425466	NM_001256311	ENSMUSG00000095061	E030018B13Rik	Gm1697	RIKEN cDNA E030018B13 gene	protein-coding
881	chr17	13555501	13556000	+	0	NA	Intergenic	Intergenic	-1656	NR_045437	72578	Mm.46549	NR_045436	ENSMUSG00000117042	2700054A10Rik	-	RIKEN cDNA 2700054A10 gene	ncRNA
185	chr4	107139001	107139500	+	0	NA	3' UTR (NM_025617, exon 5 of 5)	3' UTR (NM_025617, exon 5 of 5)	39116	NM_025617	66526	Mm.246956	NM_025617	ENSMUSG00000028619	Tceanc2	2210010B22Rik|2210012G02Rik|6330404A07Rik|AU015593|Tdeanc2	transcription elongation factor A (SII) N-terminal and central domain containing 2	protein-coding
897	chr17	32528501	32529000	+	0	NA	exon (NM_001101445, exon 13 of 13)	exon (NM_001101445, exon 13 of 13)	-7807	NM_001356302	70101	Mm.30504	NM_024442	ENSMUSG00000048440	Cyp4f16	2310021J05Rik|AI746515	cytochrome P450, family 4, subfamily f, polypeptide 16	protein-coding
941	chr19	47240001	47240500	+	0	NA	intron (NM_001163480, intron 2 of 5)	intron (NM_001163480, intron 2 of 5)	11407	NM_001163480	18011	Mm.313651	NM_021360	ENSMUSG00000006435	Neurl1a	2410129E16Rik|AI450910|AI481072|Neu1|Neur1|Neurl|Neurl1|Nlz|Rnf67	neuralized E3 ubiquitin protein ligase 1A	protein-coding
270	chr5	138993001	138993500	+	0	NA	intron (NR_156469, intron 2 of 5)	CpG	1031	NR_156469	18590	Mm.2675	NM_008808	ENSMUSG00000025856	Pdgfa	PDGF-1	platelet derived growth factor, alpha	protein-coding
780	chr14	22198501	22199000	+	0	NA	intron (NM_028275, intron 2 of 6)	intron (NM_028275, intron 2 of 6)	179038	NM_028275	76633	Mm.489898	NM_028275	ENSMUSG00000063458	Lrmda	1700112E06Rik|2700009F18Rik	leucine rich melanocyte differentiation associated	protein-coding
607	chr10	127079501	127080000	+	0	NA	exon (NM_001301014, exon 1 of 18)	exon (NM_001301014, exon 1 of 18)	843	NM_001301014	216439	Mm.336761	NM_001033263	ENSMUSG00000025422	Agap2	AGAP-2|Centg1|PIKE|cnt-g1|mKIAA0167	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	protein-coding
360	chr6	52006501	52007000	+	0	NA	intron (NM_018773, intron 1 of 12)	intron (NM_018773, intron 1 of 12)	5799	NM_018773	54353	Mm.221479	NM_018773	ENSMUSG00000059182	Skap2	2610021A10Rik|AA960083|BB137539|RA70|SKAP-HOM|Saps|Scap2|mSKAP55R	src family associated phosphoprotein 2	protein-coding
656	chr11	103192501	103193000	+	0	NA	exon (NM_019679, exon 13 of 27)	exon (NM_019679, exon 13 of 27)	15798	NM_001254724	69441	Mm.380648	NM_027082	ENSMUSG00000020940	1700023F06Rik	-	RIKEN cDNA 1700023F06 gene	protein-coding
441	chr7	62418501	62419000	+	0	NA	exon (NM_011746, exon 1 of 1)	exon (NM_011746, exon 1 of 1)	1403	NM_011746	22652	Mm.146	NM_011746	ENSMUSG00000070527	Mkrn3	D7H15S9-1|Zfp127	makorin, ring finger protein, 3	protein-coding
885	chr17	8799001	8799500	+	0	NA	intron (NM_001290707, intron 2 of 22)	intron (NM_001290707, intron 2 of 22)	-2495	NM_011866	23984	Mm.87161	NM_011866	ENSMUSG00000023868	Pde10a	-	phosphodiesterase 10A	protein-coding
197	chr4	109980001	109980500	+	0	NA	exon (NM_172296, exon 2 of 3)	exon (NM_172296, exon 2 of 3)	2225	NM_172296	242620	Mm.32825	NM_172296	ENSMUSG00000047143	Dmrta2	Dmrt5	doublesex and mab-3 related transcription factor like family A2	protein-coding
466	chr8	87469501	87470000	+	0	NA	3' UTR (NM_019626, exon 3 of 3)	3' UTR (NM_019626, exon 3 of 3)	2842	NM_019626	12404	Mm.4880	NM_019626	ENSMUSG00000031654	Cbln1	AI323299	cerebellin 1 precursor protein	protein-coding
181	chr3	37932501	37933000	+	0	NA	intron (NR_040559, intron 1 of 3)	L1M2|LINE|L1	33937	NR_040559	626410	Mm.389417	NR_040559	ENSMUSG00000106461	Gm20755	-	predicted gene, 20755	ncRNA
945	chr19	5802001	5802500	+	0	NA	non-coding (NR_002847, exon 1 of 1)	non-coding (NR_002847, exon 1 of 1)	422	NR_002847	72289	Mm.298256	NR_002847	ENSMUSG00000092341	Malat1	2210401K01Rik|9430072K23Rik|AI647968|Neat2	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	ncRNA
840	chr16	72623001	72623500	+	0	NA	Intergenic	Intergenic	-39899	NM_019413	19876	Mm.310772	NM_019413	ENSMUSG00000022883	Robo1	AW494633|AW742721|DUTT1|Gm310	roundabout guidance receptor 1	protein-coding
25	chr1	193152501	193153000	+	0	NA	promoter-TSS (NM_016851)	promoter-TSS (NM_016851)	-362	NM_016851	54139	Mm.273695	NM_016851	ENSMUSG00000026638	Irf6	AI876454|E230028I05Rik|mirf6	interferon regulatory factor 6	protein-coding
182	chr3	30371001	30371500	+	0	NA	intron (NM_001361034, intron 1 of 16)	intron (NM_001361034, intron 1 of 16)	138425	NM_021442	14013	Mm.56965	NM_007963	ENSMUSG00000027684	Mecom	D630039M04Rik|Evi-1|Evi1|Jbo|Mds|Mds1|Mds1-Evi1|Prdm3|Znfpr1b1	MDS1 and EVI1 complex locus	protein-coding
549	chr9	63980001	63980500	+	0	NA	intron (NM_008542, intron 3 of 3)	intron (NM_008542, intron 3 of 3)	41809	NM_008542	17130	Mm.325757	NM_008542	ENSMUSG00000036867	Smad6	Madh6|b2b390Clo	SMAD family member 6	protein-coding
745	chr13	101234001	101234500	+	0	NA	intron (NR_046158, intron 1 of 3)	intron (NR_046158, intron 1 of 3)	2123	NR_046158	328324	Mm.402274	NR_046158	ENSMUSG00000114590	5930438M14Rik	5930438M14	RIKEN cDNA 5930438M14 gene	ncRNA
43	chr1	34178001	34178500	+	0	NA	exon (NM_010081, exon 23 of 24)	exon (NM_010081, exon 23 of 24)	17990	NM_010081	13518	Mm.336625	NM_010081	ENSMUSG00000026131	Dst	2310001O04Rik|A830042E19Rik|AW554249|BP230|BPAG1-n|Bpag|Bpag1|Macf2|ah|athetoid|dt|mKIAA0728|nmf203|nmf339	dystonin	protein-coding
834	chr15	25586001	25586500	+	0	NA	Intergenic	Intergenic	-36300	NM_019472	17909	Mm.60590	NM_019472	ENSMUSG00000022272	Myo10	AW048724|D15Ertd600e|mKIAA0799|myosin-X	myosin X	protein-coding
442	chr7	70281501	70282000	+	0	NA	intron (NR_131144, intron 3 of 3)	intron (NR_131144, intron 3 of 3)	56072	NR_131145	624549	Mm.116344	NR_131144	ENSMUSG00000109097	Gm29683	Gm44536	predicted gene, 29683	ncRNA
752	chr13	31811001	31811500	+	0	NA	TTS (NM_008592)	TTS (NM_008592)	4604	NM_008592	17300	Mm.12949	NM_008592	ENSMUSG00000050295	Foxc1	FREAC3|Fkh1|Mf1|Mf4|ch|fkh-1|frkhda	forkhead box C1	protein-coding
209	chr4	138327501	138328000	+	0	NA	Intergenic	IAPLTR2_Mm|LTR|ERVK	-1454	NM_026880	68943	Mm.18539	NM_026880	ENSMUSG00000028756	Pink1	1190006F07Rik|AU042772|AW557854|BRPK|mFLJ00387	PTEN induced putative kinase 1	protein-coding
455	chr7	40902501	40903000	+	0	NA	exon (NM_021387, exon 4 of 5)	exon (NM_021387, exon 4 of 5)	3472	NM_021387	58188	Mm.150675	NM_021387	ENSMUSG00000039257	Vstm2b	2900093B09Rik|AB030198	V-set and transmembrane domain containing 2B	protein-coding
17	chr1	176835501	176836000	+	0	NA	non-coding (NR_037996, exon 1 of 1)	non-coding (NR_037996, exon 1 of 1)	383	NR_037996	15365	Mm.441435	NR_037996		Hmga2-ps1	EG666235|Gm7996|Hmgic-ps1|[y]i-c	high mobility group AT-hook 2, pseudogene 1	pseudo
665	chr11	16754001	16754500	+	0	NA	intron (NM_207655, intron 1 of 27)	intron (NM_207655, intron 1 of 27)	2047	NM_007912	13649	Mm.8534	NM_007912	ENSMUSG00000020122	Egfr	9030024J15Rik|AI552599|Erbb|Errb1|Errp|Wa5|wa-2|wa2	epidermal growth factor receptor	protein-coding
329	chr6	94755001	94755500	+	0	NA	Intergenic	Intergenic	-55105	NM_008377	16206	Mm.245210	NM_008377	ENSMUSG00000030029	Lrig1	D6Bwg0781e|Img|LIG-1	leucine-rich repeats and immunoglobulin-like domains 1	protein-coding
235	chr4	121039501	121040000	+	0	NA	exon (NM_007741, exon 1 of 32)	exon (NM_007741, exon 1 of 32)	184	NM_007741	12840	Mm.269384	NM_007741	ENSMUSG00000028626	Col9a2	AI427499|Col9a-2	collagen, type IX, alpha 2	protein-coding
951	chr19	23893001	23893500	+	0	NA	exon (NM_177034, exon 2 of 13)	exon (NM_177034, exon 2 of 13)	134374	NM_177034	319924	Mm.22879	NM_177034	ENSMUSG00000024897	Apba1	6430513E09Rik|Lin-10|Mint|Mint1|Urop11|X11|X11alpha	amyloid beta (A4) precursor protein binding, family A, member 1	protein-coding
608	chr10	127170001	127170500	+	0	NA	intron (NM_027739, intron 7 of 9)	intron (NM_027739, intron 7 of 9)	4419	NM_001358578	14421	Mm.386762	NM_008080	ENSMUSG00000006731	B4galnt1	4933429D13Rik|Gal-NAc-T|GalNAc-T|GalNAcT|Galgt1|Ggm-2|Ggm2	beta-1,4-N-acetyl-galactosaminyl transferase 1	protein-coding
213	chr4	139556001	139556500	+	0	NA	intron (NM_183148, intron 4 of 11)	intron (NM_183148, intron 4 of 11)	-18470	NM_001205173	212632	Mm.30464	NM_183148	ENSMUSG00000041025	Iffo2	C79267	intermediate filament family orphan 2	protein-coding
952	chr19	24200501	24201000	+	0	NA	intron (NM_001360392, intron 1 of 22)	intron (NM_001360392, intron 1 of 22)	24378	NM_001360392	21873	Mm.104744	NM_011597	ENSMUSG00000024812	Tjp2	ZO-2	tight junction protein 2	protein-coding
150	chr2	133234001	133234500	+	0	NA	Intergenic	MTE2b|LTR|ERVL-MaLR	-288214	NM_198029	241639	Mm.209784	NM_198029	ENSMUSG00000027356	Fermt1	5830467P10Rik|Kindlin-1	fermitin family member 1	protein-coding
751	chr13	34132001	34132500	+	0	NA	Intergenic	Intergenic	-1896	NM_023716	73710	Mm.379227	NM_023716	ENSMUSG00000045136	Tubb2b	2410129E14Rik|brdp	tubulin, beta 2B class IIB	protein-coding
198	chr4	108219001	108219500	+	0	NA	Intergenic	Intergenic	-1207	NM_001167936	230590	Mm.301798	NM_001167936	ENSMUSG00000034645	Zyg11a	BC022150	zyg-11 family member A, cell cycle regulator	protein-coding
284	chr5	143253501	143254000	+	0	NA	exon (NM_017467, exon 7 of 7)	exon (NM_017467, exon 7 of 7)	16272	NM_017467	54201	Mm.6666	NM_017467	ENSMUSG00000046658	Zfp316	Emzf1|Mzf3|Znf316	zinc finger protein 316	protein-coding
774	chr14	117906001	117906500	+	0	NA	intron (NM_001079844, intron 7 of 9)	intron (NM_001079844, intron 7 of 9)	47597	NR_105747	102465148		NR_105747	ENSMUSG00000098648	Mir6239	Gm28025|mmu-mir-6239	microRNA 6239	ncRNA
24	chr1	193153001	193153500	+	0	NA	5' UTR (NM_016851, exon 1 of 8)	5' UTR (NM_016851, exon 1 of 8)	138	NM_016851	54139	Mm.273695	NM_016851	ENSMUSG00000026638	Irf6	AI876454|E230028I05Rik|mirf6	interferon regulatory factor 6	protein-coding
662	chr11	22005001	22005500	+	0	NA	TTS (NM_001252515)	TTS (NM_001252515)	-3599	NM_011023	18423	Mm.129663	NM_011023	ENSMUSG00000005917	Otx1	A730044F23Rik|jv	orthodenticle homeobox 1	protein-coding
850	chr16	86825501	86826000	+	0	NA	Intergenic	Intergenic	-19237	NR_153789	102635020	Mm.132956	NR_153789		Gm32461	-	predicted gene, 32461	ncRNA
232	chr4	125957001	125957500	+	0	NA	Intergenic	Intergenic	-34847	NR_015560	72395	Mm.112888	NR_015560	ENSMUSG00000085562	2610028E06Rik	BB043107	RIKEN cDNA 2610028E06 gene	ncRNA
559	chr9	114548001	114548500	+	0	NA	intron (NM_001042503, intron 1 of 3)	intron (NM_001042503, intron 1 of 3)	16119	NM_001042503	636931	Mm.17857	NM_001042503	ENSMUSG00000079259	Trim71	2610206G21Rik|AL022943|Gm1127|Lin41|lin-41|mLin41|mlin-41	tripartite motif-containing 71	protein-coding
755	chr13	31556501	31557000	+	0	NA	Intergenic	Intergenic	-1420	NM_008239	15220	Mm.44235	NM_008239	ENSMUSG00000038415	Foxq1	HFH-1|Hfh1|Hfh1l|sa	forkhead box Q1	protein-coding
452	chr7	44352501	44353000	+	0	NA	exon (NM_001034115, exon 24 of 25)	exon (NM_001034115, exon 24 of 25)	22280	NM_027049	69349	Mm.358922	NM_027049	ENSMUSG00000008028	1700008O03Rik	-	RIKEN cDNA 1700008O03 gene	protein-coding
898	chr17	31295001	31295500	+	0	NA	promoter-TSS (NM_153062)	promoter-TSS (NM_153062)	-233	NM_153062	224674	Mm.311395	NM_153062	ENSMUSG00000024036	Slc37a1	G3PP	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	protein-coding
317	chr5	10802501	10803000	+	0	NA	Intergenic	Intergenic	-62279	NR_003596	623849	Mm.335888	NR_003596	ENSMUSG00000091422	Gm6455	EG623849	predicted gene 6455	pseudo
474	chr8	84912501	84913000	+	0	NA	promoter-TSS (NR_103491)	promoter-TSS (NR_103491)	-585	NR_103491	100503676	Mm.437155	NR_103491	ENSMUSG00000003812	Gm38426	-	predicted gene, 38426	ncRNA
87	chr2	38354501	38355000	+	0	NA	exon (NM_010710, exon 3 of 5)	exon (NM_010710, exon 3 of 5)	3442	NM_010710	16870	Mm.142856	NM_010710	ENSMUSG00000000247	Lhx2	LH2A|Lh-2|Lim2|ap|apterous	LIM homeobox protein 2	protein-coding
451	chr7	44854501	44855000	+	0	NA	3' UTR (NM_001290694, exon 5 of 5)	3' UTR (NM_001290694, exon 5 of 5)	-2396	NM_021549	59047	Mm.238254	NM_021549	ENSMUSG00000002963	Pnkp	1810009G08Rik|PNK	polynucleotide kinase 3'- phosphatase	protein-coding
646	chr11	119037001	119037500	+	0	NA	Intergenic	CpG	3663	NM_013926	30951	Mm.99953	NM_013926	ENSMUSG00000025578	Cbx8	Pc3	chromobox 8	protein-coding
661	chr11	22004501	22005000	+	0	NA	Intergenic	Intergenic	-3099	NM_011023	18423	Mm.129663	NM_011023	ENSMUSG00000005917	Otx1	A730044F23Rik|jv	orthodenticle homeobox 1	protein-coding
231	chr4	122983001	122983500	+	0	NA	Intergenic	Intergenic	-12681	NM_008506	16918	Mm.1055	NM_008506	ENSMUSG00000028654	Mycl	AW536278|L-myc|Lmyc-1|Lmyc1|Mycl1|bHLHe38	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived	protein-coding
955	chrX	94122501	94123000	+	0	NA	intron (NM_001358354, intron 1 of 7)	CpG	657	NM_001358357	22764	Mm.919	NM_011768	ENSMUSG00000079509	Zfx	Zfx5|Zfx5,6|Zfx6	zinc finger protein X-linked	protein-coding
340	chr6	85484501	85485000	+	0	NA	5' UTR (NM_001289674, exon 2 of 13)	5' UTR (NM_001289674, exon 2 of 13)	18244	NM_001289674	330369	Mm.38777	NM_001001160	ENSMUSG00000047013	Fbxo41	9630017H13|D6Ertd538e	F-box protein 41	protein-coding
538	chr9	96544001	96544500	+	0	NA	intron (NM_053268, intron 23 of 23)	intron (NM_053268, intron 23 of 23)	-18986	NM_001370882	102635744		NM_001370882	ENSMUSG00000099564	Gm28729	-	predicted gene 28729	protein-coding
461	chr8	84935001	84935500	+	0	NA	exon (NM_019945, exon 3 of 26)	exon (NM_019945, exon 3 of 26)	2103	NM_019945	56527	Mm.154614	NM_019945	ENSMUSG00000053693	Mast1	9430008B02Rik|SAST|SAST170	microtubule associated serine/threonine kinase 1	protein-coding
