PeakID (cmd=annotatePeaks.pl 500_result/Hypo.hotspot.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2861	chr15	98740001	98740500	+	0	NA	3' UTR (NM_001355510, exon 5 of 5)	3' UTR (NM_001355510, exon 5 of 5)	-12052	NM_024169	66120	Mm.30729	NM_024169	ENSMUSG00000003355	Fkbp11	1110002O23Rik|FKBP-11	FK506 binding protein 11	protein-coding
554	chr4	107198001	107198500	+	0	NA	intron (NM_029565, intron 7 of 7)	intron (NM_029565, intron 7 of 7)	-10894	NM_001081272	546840	Mm.331755	NM_001081272	ENSMUSG00000070877	Ldlrad1	-	low density lipoprotein receptor class A domain containing 1	protein-coding
370	chr2	166356001	166356500	+	0	NA	Intergenic	Intergenic	82342	NR_033467	670775	Mm.384326	NR_033467	ENSMUSG00000084840	Gm11468	-	predicted gene 11468	ncRNA
411	chr2	91944501	91945000	+	0	NA	TTS (NR_105965)	TTS (NR_105965)	180	NR_105965	102465604		NR_105965	ENSMUSG00000098651	Mir6999	Gm27673|mmu-mir-6999	microRNA 6999	ncRNA
690	chr4	149951001	149951500	+	0	NA	intron (NM_029035, intron 1 of 2)	intron (NM_029035, intron 1 of 2)	3756	NM_029035	74646	Mm.30	NM_029035	ENSMUSG00000039911	Spsb1	1110014L01Rik|4930422J18Rik|AI596360|AI854583|SSB-1|SSB1	splA/ryanodine receptor domain and SOCS box containing 1	protein-coding
2451	chr12	88431001	88431500	+	0	NA	intron (NM_001361598, intron 4 of 9)	intron (NM_001361598, intron 4 of 9)	-53927	NR_045888	71818	Mm.490789	NR_045888	ENSMUSG00000113434	3200001D21Rik	-	RIKEN cDNA 3200001D21 gene	ncRNA
2748	chr14	28413501	28414000	+	0	NA	intron (NM_001347497, intron 19 of 19)	intron (NM_001347497, intron 19 of 19)	-91723	NM_009524	22418	Mm.287544	NM_009524	ENSMUSG00000021994	Wnt5a	8030457G12Rik|Wnt-5a	wingless-type MMTV integration site family, member 5A	protein-coding
496	chr3	96881501	96882000	+	0	NA	intron (NM_026229, intron 8 of 13)	intron (NM_026229, intron 8 of 13)	23548	NM_026229	67549	Mm.46722	NM_026229	ENSMUSG00000028096	Gpr89	4933412D19Rik|Gpr89a|SH120	G protein-coupled receptor 89	protein-coding
110	chr1	35216001	35216500	+	0	NA	Intergenic	Intergenic	366261	NM_001357425	226971	Mm.292751	NM_145516	ENSMUSG00000026123	Plekhb2	2310009M15Rik|AU018239|Evt2|Phdc|evt-2	pleckstrin homology domain containing, family B (evectins) member 2	protein-coding
2932	chr15	81020001	81020500	+	0	NA	exon (NM_001082536, exon 8 of 14)	exon (NM_001082536, exon 8 of 14)	42485	NM_001357669	105835	Mm.274943	NM_134091	ENSMUSG00000042303	Sgsm3	1810012I01Rik|AI428557|BB175482|Cip85|R75178|RUSC3|Rutbc3	small G protein signaling modulator 3	protein-coding
839	chr5	76928501	76929000	+	0	NA	intron (NM_172146, intron 1 of 10)	intron (NM_172146, intron 1 of 10)	-22552	NM_001356974	67054	Mm.182931	NM_025939	ENSMUSG00000029247	Paics	2610511I09Rik|ADE2H1|AIRC|PAIS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase	protein-coding
685	chr4	149365501	149366000	+	0	NA	intron (NM_022022, intron 9 of 26)	intron (NM_022022, intron 9 of 26)	31111	NR_131918	74310	Mm.440455	NR_131918	ENSMUSG00000085286	Ube4bos3	1700121F15Rik	ubiquitination factor E4B, opposite strand 3	ncRNA
62	chr1	191612501	191613000	+	0	NA	intron (NM_178632, intron 13 of 19)	MER2B|DNA|TcMar-Tigger	37114	NM_001306203	77065	Mm.338175	NM_178632	ENSMUSG00000037461	Ints7	5930412E23Rik|int7	integrator complex subunit 7	protein-coding
1155	chr6	142770001	142770500	+	0	NA	intron (NM_009908, intron 4 of 7)	intron (NM_009908, intron 4 of 7)	13564	NM_009908	12764	Mm.3820	NM_009908	ENSMUSG00000030282	Cmas	AW208911|CMPNeu5Ac|D6Bwg0250e	cytidine monophospho-N-acetylneuraminic acid synthetase	protein-coding
1079	chr5	75167501	75168000	+	0	NA	intron (NR_144636, intron 4 of 8)	intron (NR_144636, intron 4 of 8)	-9081	NR_105992	102465620		NR_105992	ENSMUSG00000099060	Mir7025	Gm27860|mmu-mir-7025	microRNA 7025	ncRNA
627	chr4	152558001	152558500	+	0	NA	intron (NM_153424, intron 23 of 29)	intron (NM_153424, intron 23 of 29)	80108	NM_153424	260305	Mm.302496	NM_153424	ENSMUSG00000039577	Nphp4	4930564O18Rik|nmf192	nephronophthisis 4 (juvenile) homolog (human)	protein-coding
1383	chr7	122127001	122127500	+	0	NA	exon (NM_001289843, exon 3 of 11)	exon (NM_001289843, exon 3 of 11)	5696	NM_001289843	233826	Mm.38348	NM_172744	ENSMUSG00000044702	Palb2	BC066140	partner and localizer of BRCA2	protein-coding
1462	chr7	67537001	67537500	+	0	NA	intron (NM_175124, intron 7 of 9)	intron (NM_175124, intron 7 of 9)	107986	NR_028143	67867	Mm.31247	NM_027413	ENSMUSG00000030556	Lrrc28	1300004K21Rik|2210012C09Rik|2310058O11Rik	leucine rich repeat containing 28	protein-coding
1694	chr8	11372001	11372500	+	0	NA	intron (NM_009932, intron 4 of 47)	intron (NM_009932, intron 4 of 47)	-59424	NM_009931	12826	Mm.738	NM_009931	ENSMUSG00000031502	Col4a1	Bru|Col4a-1|Raw|Svc	collagen, type IV, alpha 1	protein-coding
1608	chr8	124924501	124925000	+	0	NA	intron (NM_001363475, intron 1 of 3)	B2_Mm2|SINE|B2	24504	NM_001363475	112405	Mm.140619	NM_053207	ENSMUSG00000031987	Egln1	AI503754|C1orf12|HIF-PH2|HPH-2|Hif-p4h-2|ORF13|Phd2|SM-20	egl-9 family hypoxia-inducible factor 1	protein-coding
2149	chr11	88553001	88553500	+	0	NA	intron (NM_054043, intron 6 of 13)	intron (NM_054043, intron 6 of 13)	-66001	NR_131025	68397	Mm.426889	NR_131025		0610039H22Rik	-	RIKEN cDNA 0610039H22 gene	ncRNA
3078	chr16	30260001	30260500	+	0	NA	exon (NM_027904, exon 2 of 2)	exon (NM_027904, exon 2 of 2)	7282	NM_027904	71756	Mm.290614	NM_027904	ENSMUSG00000023176	Cpn2	1300018K11Rik	carboxypeptidase N, polypeptide 2	protein-coding
2507	chr12	112739001	112739500	+	0	NA	exon (NM_001024602, exon 12 of 19)	exon (NM_001024602, exon 12 of 19)	5928	NR_105905	102466989		NR_105905	ENSMUSG00000099165	Mir6940	Gm27655|mmu-mir-6940	microRNA 6940	ncRNA
1312	chr7	80639001	80639500	+	0	NA	intron (NR_040343, intron 3 of 4)	intron (NR_040343, intron 3 of 4)	3233	NR_040343	100504375	Mm.322881	NR_040343	ENSMUSG00000084821	Gm15880	-	predicted gene 15880	ncRNA
2054	chr10	125161001	125161500	+	0	NA	Intergenic	Intergenic	147566	NM_001358915	20503	Mm.29161	NM_011391	ENSMUSG00000020102	Slc16a7	4921534N07Rik|9030411M13Rik|D630004K10Rik|Mct2	solute carrier family 16 (monocarboxylic acid transporters), member 7	protein-coding
1178	chr6	115966501	115967000	+	0	NA	exon (NM_026376, exon 18 of 36)	exon (NM_026376, exon 18 of 36)	21819	NM_001346702	171506	Mm.21899	NM_138311	ENSMUSG00000042279	H1foo	C86609|H1.8|H1fo|H1oo	H1 histone family, member O, oocyte-specific	protein-coding
16	chr1	125648001	125648500	+	0	NA	Intergenic	Intergenic	-28746	NM_027677	71111	Mm.32727	NM_027677	ENSMUSG00000026343	Gpr39	4933415E13Rik	G protein-coupled receptor 39	protein-coding
213	chr2	71986501	71987000	+	0	NA	intron (NM_019688, intron 1 of 29)	intron (NM_019688, intron 1 of 29)	5535	NM_001204165	56508	Mm.196153	NM_019688	ENSMUSG00000049044	Rapgef4	1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040	Rap guanine nucleotide exchange factor (GEF) 4	protein-coding
2754	chr14	24853001	24853500	+	0	NA	Intergenic	Intergenic	-256011	NR_153781	102634576	Mm.317855	NR_153781		Gm32123	-	predicted gene, 32123	ncRNA
1902	chr9	108115001	108115500	+	0	NA	exon (NM_007567, exon 5 of 12)	exon (NM_007567, exon 5 of 12)	-18468	NR_126078	76873	Mm.436935	NR_126077	ENSMUSG00000102224	4930447F24Rik	-	RIKEN cDNA 4930447F24 gene	ncRNA
3356	chr19	56910501	56911000	+	0	NA	3' UTR (NM_172840, exon 14 of 14)	3' UTR (NM_172840, exon 14 of 14)	36334	NM_172840	240675	Mm.129534	NM_172840	ENSMUSG00000025082	Vwa2	Amaco	von Willebrand factor A domain containing 2	protein-coding
1852	chr9	7913501	7914000	+	0	NA	Intergenic	Intergenic	-40580	NM_007464	11796	Mm.2026	NM_007464	ENSMUSG00000032000	Birc3	AW107670|Api1|Api2|Birc2|C-IAP2|HIAP2|IAP1|IAP2|MIAP1|MIAP2|MIHB|MIHC|RNF49|cIAP-1|cIAP-2|cIAP1|cIAP2	baculoviral IAP repeat-containing 3	protein-coding
1257	chr6	31191501	31192000	+	0	NA	intron (NR_110470, intron 1 of 2)	intron (NR_110470, intron 1 of 2)	26724	NR_110470	232685	Mm.443019	NM_144555	ENSMUSG00000044471	Lncpint	Lincpint|MNCb-1768|Pint|linc-Pint	long non-protein coding RNA, Trp53 induced transcript	ncRNA
2593	chr13	68388001	68388500	+	0	NA	Intergenic	MT2B|LTR|ERVL	-31425	NR_152173	666272	Mm.309128	NR_152173	ENSMUSG00000113050	Gm8016	EG666272	predicted gene 8016	ncRNA
2150	chr11	88523501	88524000	+	0	NA	intron (NM_054043, intron 6 of 13)	L2a|LINE|L2	-95501	NR_131025	68397	Mm.426889	NR_131025		0610039H22Rik	-	RIKEN cDNA 0610039H22 gene	ncRNA
754	chr4	130890001	130890500	+	0	NA	Intergenic	Intergenic	-23066	NM_010686	16792	Mm.271868	NM_010686	ENSMUSG00000028581	Laptm5	E3|Stra13	lysosomal-associated protein transmembrane 5	protein-coding
1824	chr9	20663001	20663500	+	0	NA	exon (NM_023371, exon 4 of 4)	exon (NM_023371, exon 4 of 4)	11132	NM_001364495	23988	Mm.7906	NM_023371	ENSMUSG00000032171	Pin1	0610025L01Rik|D9Bwg1161e	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	protein-coding
3357	chr19	56983501	56984000	+	0	NA	intron (NM_146102, intron 1 of 20)	intron (NM_146102, intron 1 of 20)	24825	NM_001177796	226250	Mm.226284	NM_146102	ENSMUSG00000025083	Afap1l2	AU041783|C86904|mKIAA1914	actin filament associated protein 1-like 2	protein-coding
85	chr1	155712001	155712500	+	0	NA	intron (NM_010712, intron 2 of 5)	intron (NM_010712, intron 2 of 5)	29777	NM_010712	16872	Mm.103624	NM_010712	ENSMUSG00000026468	Lhx4	A330062J17Rik|Gsh-4|Gsh4	LIM homeobox protein 4	protein-coding
2188	chr11	70007001	70007500	+	0	NA	intron (NM_007888, intron 9 of 14)	intron (NM_007888, intron 9 of 14)	-4793	NR_029758	723896		NR_029758	ENSMUSG00000065534	Mir324	Mirn324|mir-324|mmu-mir-324	microRNA 324	ncRNA
938	chr5	121382501	121383000	+	0	NA	intron (NM_001359947, intron 2 of 11)	ID_B1|SINE|B4	2659	NM_001359947	231712	Mm.20488	NM_172275	ENSMUSG00000042726	Trafd1	1110008K06Rik|Fln29	TRAF type zinc finger domain containing 1	protein-coding
2229	chr11	119640501	119641000	+	0	NA	intron (NM_001306081, intron 1 of 32)	L1MD2|LINE|L1	37845	NM_028898	74370	Mm.209933	NM_028898	ENSMUSG00000025583	Rptor	4932417H02Rik|Rap|Raptor|mKIAA1303	regulatory associated protein of MTOR, complex 1	protein-coding
3019	chr16	93588001	93588500	+	0	NA	intron (NM_145482, intron 8 of 11)	intron (NM_145482, intron 8 of 11)	15565	NM_145482	224440	Mm.10628	NM_145482	ENSMUSG00000022948	Setd4	AY037804|C21orf18|ORF21	SET domain containing 4	protein-coding
1564	chr8	120162001	120162500	+	0	NA	3' UTR (NM_001163761, exon 12 of 12)	3' UTR (NM_001163761, exon 12 of 12)	15219	NM_001033980	436062	Mm.334852	NM_001033980	ENSMUSG00000042269	Fam92b	1700120B06Rik	family with sequence similarity 92, member B	protein-coding
1256	chr6	31148001	31148500	+	0	NA	intron (NR_110471, intron 2 of 3)	intron (NR_110471, intron 2 of 3)	70224	NR_110470	232685	Mm.443019	NM_144555	ENSMUSG00000044471	Lncpint	Lincpint|MNCb-1768|Pint|linc-Pint	long non-protein coding RNA, Trp53 induced transcript	ncRNA
3091	chr16	32671501	32672000	+	0	NA	intron (NM_001110147, intron 9 of 13)	intron (NM_001110147, intron 9 of 13)	-1404	NM_001347185	51789	Mm.251115	NM_016788	ENSMUSG00000022791	Tnk2	Ack|Ack-1|Ack1|Cdgip|Pyk1	tyrosine kinase, non-receptor, 2	protein-coding
477	chr3	86775501	86776000	+	0	NA	intron (NM_030695, intron 54 of 56)	intron (NM_030695, intron 54 of 56)	145134	NM_001195497	70762	Mm.44490	NM_027539	ENSMUSG00000028078	Dclk2	6330415M09Rik|AU044875|CL2|CLICK2|Click-II|Dcamkl2	doublecortin-like kinase 2	protein-coding
2722	chr14	76760501	76761000	+	0	NA	intron (NR_153763, intron 1 of 1)	intron (NR_153763, intron 1 of 1)	619	NR_153763	73883	Mm.489041	NR_153763		4930431P22Rik	-	RIKEN cDNA 4930431P22 gene	ncRNA
1409	chr7	36257001	36257500	+	0	NA	Intergenic	Intergenic	-440868	NM_172298	243931	Mm.44141	NM_172298	ENSMUSG00000021217	Tshz3	A630038G13Rik|Tsh3|Zfp537|mKIAA1474|teashirt3	teashirt zinc finger family member 3	protein-coding
407	chr2	110965501	110966000	+	0	NA	Intergenic	Intergenic	-15506	NM_001355245	228432	Mm.483325	NM_001081556	ENSMUSG00000074968	Ano3	AI838058|B230324K02Rik|Tmem16c	anoctamin 3	protein-coding
2022	chr10	121584001	121584500	+	0	NA	exon (NM_019786, exon 2 of 21)	exon (NM_019786, exon 2 of 21)	2544	NM_019786	56480	Mm.34580	NM_019786	ENSMUSG00000020115	Tbk1	1200008B05Rik|AI462036|AW048562	TANK-binding kinase 1	protein-coding
2342	chr11	103051001	103051500	+	0	NA	intron (NM_008707, intron 3 of 11)	B2_Mm1t|SINE|B2	22707	NM_008707	18107	Mm.10265	NM_008707	ENSMUSG00000020936	Nmt1	AW536594	N-myristoyltransferase 1	protein-coding
3212	chr17	23779001	23779500	+	0	NA	intron (NM_029798, intron 2 of 2)	intron (NM_029798, intron 2 of 2)	6831	NM_029798	76917	Mm.269613	NM_029798	ENSMUSG00000023911	Flywch2	2810417J12Rik|3010014L17Rik|AW548203	FLYWCH family member 2	protein-coding
2495	chr12	111667001	111667500	+	0	NA	Intergenic	Intergenic	5088	NM_021273	12709	Mm.16831	NM_021273	ENSMUSG00000001270	Ckb	B-CK|Bck|CPK-B|Ck-3|Ck3|Ckbb	creatine kinase, brain	protein-coding
2663	chr13	45960501	45961000	+	0	NA	intron (NM_001199304, intron 1 of 6)	intron (NM_001199304, intron 1 of 6)	4241	NM_001199304	20238	Mm.342683	NM_009124	ENSMUSG00000046876	Atxn1	2900016G23Rik|Atx1|C85907|Gm10786|Sca1	ataxin 1	protein-coding
2506	chr12	112738501	112739000	+	0	NA	exon (NM_001024602, exon 12 of 19)	exon (NM_001024602, exon 12 of 19)	5428	NR_105905	102466989		NR_105905	ENSMUSG00000099165	Mir6940	Gm27655|mmu-mir-6940	microRNA 6940	ncRNA
1969	chr10	98807001	98807500	+	0	NA	Intergenic	Intergenic	-107392	NM_001359509	67972	Mm.166944	NM_026482	ENSMUSG00000019943	Atp2b1	2810442I22Rik|E130111D10Rik|Pmca1	ATPase, Ca++ transporting, plasma membrane 1	protein-coding
1191	chr6	126584001	126584500	+	0	NA	Intergenic	URR1A|DNA|hAT-Charlie	-48695	NM_145983	16493	Mm.222831	NM_145983	ENSMUSG00000045534	Kcna5	Kv1.5	potassium voltage-gated channel, shaker-related subfamily, member 5	protein-coding
361	chr2	168670001	168670500	+	0	NA	intron (NM_001354978, intron 13 of 27)	intron (NM_001354978, intron 13 of 27)	-29491	NR_105971	102466784		NR_105971	ENSMUSG00000105496	Mir7004	mmu-mir-7004	microRNA 7004	ncRNA
3283	chr18	77821501	77822000	+	0	NA	intron (NM_013831, intron 1 of 14)	intron (NM_013831, intron 1 of 14)	-25360	NR_152167	619308	Mm.490456	NM_001033812		F830208F22Rik	-	RIKEN cDNA F830208F22 gene	ncRNA
2373	chr11	61041001	61041500	+	0	NA	intron (NM_001267593, intron 1 of 1)	intron (NM_001267593, intron 1 of 1)	18686	NM_001267593	16515	Mm.4970	NM_010603	ENSMUSG00000042529	Kcnj12	IRK-2|IRK2|Kir2.2|MB-IRK2	potassium inwardly-rectifying channel, subfamily J, member 12	protein-coding
1119	chr6	92426001	92426500	+	0	NA	intron (NM_001081146, intron 3 of 8)	intron (NM_001081146, intron 3 of 8)	55142	NM_001134460	243548	Mm.248820	NM_001081146	ENSMUSG00000030020	Prickle2	6230400G14Rik|6720451F06Rik|mpk2	prickle planar cell polarity protein 2	protein-coding
347	chr2	180155001	180155500	+	0	NA	intron (NM_144500, intron 10 of 13)	intron (NM_144500, intron 10 of 13)	-16338	NM_019822	56436	Mm.316654	NM_019822	ENSMUSG00000039041	Adrm1	1110063P18Rik|2510006J17Rik|AA408205|ARM-1|AU043535|Arm1|Gp110|Rpn13	adhesion regulating molecule 1	protein-coding
2156	chr11	90388001	90388500	+	0	NA	intron (NM_172563, intron 1 of 3)	intron (NM_172563, intron 1 of 3)	2667	NM_172563	217082	Mm.158903	NM_172563	ENSMUSG00000003949	Hlf	E230015K02Rik	hepatic leukemia factor	protein-coding
362	chr2	168492001	168492500	+	0	NA	intron (NM_001291169, intron 9 of 10)	intron (NM_001291169, intron 9 of 10)	98115	NM_010899	18019	Mm.116802	NM_010899	ENSMUSG00000027544	Nfatc2	AI607462|NF-ATc2|NF-ATp|NFAT1|NFAT1-D|Nfatp	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	protein-coding
2083	chr10	71250501	71251000	+	0	NA	Intergenic	Intergenic	-12706	NM_009360	21780	Mm.229292	NM_009360	ENSMUSG00000003923	Tfam	AI661103|Hmgts|mtTFA|tsHMG	transcription factor A, mitochondrial	protein-coding
2433	chr12	81218001	81218500	+	0	NA	intron (NM_080440, intron 2 of 7)	intron (NM_080440, intron 2 of 7)	-10034	NR_152198	100042143	Mm.149463	NR_152198		Gm3693	-	predicted gene 3693	ncRNA
1288	chr7	102001001	102001500	+	0	NA	exon (NM_133947, exon 14 of 25)	exon (NM_133947, exon 14 of 25)	16982	NM_001363982	16068	Mm.422756	NM_010531	ENSMUSG00000070427	Il18bp	IL-18BP|Igifbp|MC54L	interleukin 18 binding protein	protein-coding
1129	chr6	87911501	87912000	+	0	NA	intron (NM_017477, intron 23 of 23)	intron (NM_017477, intron 23 of 23)	-2226	NM_173737	232210	Mm.246241	NM_173737	ENSMUSG00000030060	Hmces	8430410A17Rik|C85376|Srap1	5-hydroxymethylcytosine (hmC) binding, ES cell specific	protein-coding
333	chr2	144792001	144792500	+	0	NA	Intergenic	Intergenic	-31416	NM_025490	66328	Mm.45377	NM_025490	ENSMUSG00000027431	Scp2d1	1700010M22Rik	SCP2 sterol-binding domain containing 1	protein-coding
438	chr2	131485001	131485500	+	0	NA	Intergenic	Intergenic	-6612	NM_001177837	228608	Mm.136586	NM_145533	ENSMUSG00000027333	Smox	B130066H01Rik|PAO|PAOh1|SMO	spermine oxidase	protein-coding
3222	chr17	26506501	26507000	+	0	NA	intron (NM_013642, intron 3 of 3)	intron (NM_013642, intron 3 of 3)	1722	NM_013642	19252	Mm.239041	NM_013642	ENSMUSG00000024190	Dusp1	3CH134|MKP1|Ptpn16|U19515|erp|mkp-1	dual specificity phosphatase 1	protein-coding
2012	chr10	90380501	90381000	+	0	NA	intron (NM_001359241, intron 12 of 25)	intron (NM_001359241, intron 12 of 25)	-194977	NM_001177397	77531	Mm.440605	NM_181398	ENSMUSG00000058589	Anks1b	AIDA-1|AIDA-1b|C030032C09Rik|E530015N03Rik|EB-1|Gm10937|Gm1555	ankyrin repeat and sterile alpha motif domain containing 1B	protein-coding
1354	chr7	139308501	139309000	+	0	NA	Intergenic	Intergenic	60268	NM_001033206	101631	Mm.334300	NM_001033206	ENSMUSG00000060260	Pwwp2b	AI594893|D7Ertd517e|D930023J19Rik|Pwwp2	PWWP domain containing 2B	protein-coding
1250	chr6	31078001	31078500	+	0	NA	Intergenic	Intergenic	-15157	NR_029532	387223		NR_029532	ENSMUSG00000065604	Mir29b-1	Mirn29b|Mirn29b-1|mir-29b-1	microRNA 29b-1	ncRNA
977	chr5	118116001	118116500	+	0	NA	intron (NM_172721, intron 4 of 10)	intron (NM_172721, intron 4 of 10)	39208	NM_172721	231672	Mm.221769	NM_172721	ENSMUSG00000032867	Fbxw8	4930438M06Rik|FBW6|FBW8|FBXO29|Fbx29	F-box and WD-40 domain protein 8	protein-coding
3349	chr19	37275501	37276000	+	0	NA	intron (NM_031156, intron 21 of 23)	MTC|LTR|ERVL-MaLR	-11655	NR_040298	77059	Mm.251476	NR_040298		4931408D14Rik	-	RIKEN cDNA 4931408D14 gene	ncRNA
907	chr5	142477001	142477500	+	0	NA	exon (NM_172725, exon 17 of 17)	exon (NM_172725, exon 17 of 17)	13319	NM_172725	231855	Mm.78250	NM_172725	ENSMUSG00000039623	Ap5z1	C330006K01Rik	adaptor-related protein complex 5, zeta 1 subunit	protein-coding
3029	chr16	93721501	93722000	+	0	NA	intron (NM_027293, intron 2 of 36)	ID4|SINE|ID	-8349	NM_001357118	70028	Mm.23230	NM_026700	ENSMUSG00000022946	Dop1b	0610038M01Rik|2610510B01Rik|AI503246|C21orf5|Dopey2|mKIAA0933	DOP1 leucine zipper like protein B	protein-coding
2219	chr11	108336501	108337000	+	0	NA	intron (NM_011101, intron 2 of 16)	intron (NM_011101, intron 2 of 16)	7138	NM_011101	18750	Mm.222178	NM_011101	ENSMUSG00000050965	Prkca	AI875142|Pkca	protein kinase C, alpha	protein-coding
1885	chr9	108583501	108584000	+	0	NA	exon (NM_028944, exon 3 of 9)	exon (NM_028944, exon 3 of 9)	-5037	NM_031392	83669	Mm.335454	NM_031392	ENSMUSG00000066357	Wdr6	-	WD repeat domain 6	protein-coding
618	chr4	140185001	140185500	+	0	NA	intron (NM_198610, intron 1 of 9)	intron (NM_198610, intron 1 of 9)	42377	NR_153821	102636673	Mm.449180	NR_153821		Gm13029	Gm33676	predicted gene 13029	ncRNA
2712	chr14	63599501	63600000	+	0	NA	Intergenic	MLT2B2|LTR|ERVL	-6780	NM_173393	219149	Mm.32071	NM_173393	ENSMUSG00000035067	Xkr6	2700008G24Rik|BC024502|Xrg6	X-linked Kx blood group related 6	protein-coding
2291	chr11	118047001	118047500	+	0	NA	exon (NM_001167746, exon 63 of 81)	exon (NM_001167746, exon 63 of 81)	44980	NR_105898	102466768		NR_105898	ENSMUSG00000098958	Mir6933	Gm27856|mmu-mir-6933	microRNA 6933	ncRNA
2500	chr12	105316001	105316500	+	0	NA	Intergenic	Intergenic	-20344	NR_045047	69952	Mm.158311	NR_045047	ENSMUSG00000097929	Tunar	2810011L19Rik|Tuna	Tcl1 upstream neural differentiation associated RNA	ncRNA
1814	chr9	67209501	67210000	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	26976	NR_029576	387185		NR_029576	ENSMUSG00000076379	Mir190a	Mir190|Mirn190|mir-190|mir-190a|mmu-mir-190|mmu-mir-190a	microRNA 190a	ncRNA
2783	chr14	54732001	54732500	+	0	NA	intron (NM_016972, intron 7 of 10)	intron (NM_016972, intron 7 of 10)	-20076	NM_207131	110794	Mm.236223	NM_207131	ENSMUSG00000052435	Cebpe	C/EBPe|C/EBPepsilon|CRP1|Gm294	CCAAT/enhancer binding protein (C/EBP), epsilon	protein-coding
198	chr2	46282001	46282500	+	0	NA	Intergenic	(CCTCG)n|Simple_repeat|Simple_repeat	585645	NR_040497	69405	Mm.396184	NR_040497	ENSMUSG00000086202	1700019E08Rik	-	RIKEN cDNA 1700019E08 gene	ncRNA
389	chr2	166664501	166665000	+	0	NA	intron (NM_177782, intron 1 of 39)	intron (NM_177782, intron 1 of 39)	49082	NM_177782	277360	Mm.34420	NM_177782	ENSMUSG00000039621	Prex1	G630042G04|P-REX1|Setd6	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	protein-coding
2844	chr15	96548501	96549000	+	0	NA	Intergenic	Intergenic	-87907	NM_028148	72193	Mm.324474	NM_028148	ENSMUSG00000033228	Scaf11	1110061H03Rik|2610510E10Rik|AI462454|CASP11|SIP1|SRRP129|Sfrs2ip|Srsf2ip|mKIAA3013	SR-related CTD-associated factor 11	protein-coding
3142	chr17	12742001	12742500	+	0	NA	intron (NR_027773, intron 1 of 2)	CpG	939	NR_027772	104103	Mm.26553	NR_002853	ENSMUSG00000078247	Airn	2810051F02Rik|2810434M15Rik|AI256653|AI597500|AW049873|Air|B930018I07Rik|D17Ertd663e|IGF2RAS	antisense Igf2r RNA	ncRNA
1773	chr9	44701501	44702000	+	0	NA	intron (NM_153537, intron 12 of 21)	intron (NM_153537, intron 12 of 21)	28517	NM_001277847	58866	Mm.45380	NM_021481	ENSMUSG00000032098	Treh	2210412M19Rik	trehalase (brush-border membrane glycoprotein)	protein-coding
297	chr2	153520001	153520500	+	0	NA	intron (NM_001134300, intron 1 of 10)	intron (NM_001134300, intron 1 of 10)	9721	NM_001134300	329540	Mm.50600	NM_001001986	ENSMUSG00000061411	Nol4l	4931410H15|8430427H17Rik|AI429157|Gm1636	nucleolar protein 4-like	protein-coding
